id,gpsnanotime,hdSpectrumEye,hdCalibEye,hdXmaxEye,theta,dtheta,phi,dphi,l,b,ra,dec,totalEnergy,dtotalEnergy,calEnergy,dcalEnergy,xmax,dxmax,heightXmax,distXmax,dEdXmax,ddEdXmax,x,dx,y,dy,z,easting,northing,altitude,cherenkovFraction,minViewAngle,uspL,duspL,uspR,duspR,hottestStationId,distSdpStation,distAxisStation,particle_type
2,983739159,0,0,1,42.51,0.79,162.09,1.68,214.17,-31.69,74.5,-14.83,0.721,0.061,0.603,0.05,747.51,24.68,5237.22,15204.26,1.06,0.06,11055.55,118.74,-1135.03,93.46,-35.85,488307.42,6098097.45,1374.81,0.2,27.1,225.38,10.89,0.26,0.05,725,408.03,528.47,iron
4,863053531,0,0,1,46.78,0.65,337.39,0.92,277.51,17.99,161.37,-38.58,0.697,0.052,0.581,0.042,637.86,22.85,7034.94,13615.54,1.03,0.04,-33435.02,100.88,5317.76,52.95,71.33,443833.13,6104432.39,1565.18,0.1,34.84,223.2,9.53,0.26,0.05,620,526.08,564.0,iron
1,476055715,0,0,1,34.2,0.45,67.41,0.68,254.4,47.91,162.66,-3.25,0.847,0.061,0.712,0.05,761.97,15.33,4204.24,10585.37,1.2,0.04,-23224.23,35.02,-19832.6,40.6,-66.73,454097.37,6079326.5,1409.68,0.13,37.82,235.35,9.05,0.26,0.05,401,569.96,570.24,iron
4,759688287,0,0,1,46.74,0.68,101.98,1.24,224.58,44.09,147.11,10.85,1.014,0.086,0.854,0.072,612.9,29.75,7322.42,12763.05,1.52,0.06,-19933.86,52.18,13174.61,139.46,59.22,457301.33,6112323.61,1507.45,0.07,60.41,223.39,10.57,0.25,0.05,920,1127.7,1136.82,iron
4,252456266,1,0,1,37.84,0.29,199.65,0.6,247.15,-19.44,98.87,-38.58,2.068,0.15,1.775,0.126,654.1,15.34,5738.78,9465.81,2.97,0.06,-28305.38,27.21,7586.52,30.35,59.27,448949.67,6106714.29,1526.66,0.11,55.3,237.23,9.11,0.27,0.05,591,369.82,700.72,iron
1,230588182,0,0,1,47.73,0.93,8.96,0.82,342.86,35.11,226.2,-17.22,0.698,0.054,0.582,0.044,742.25,25.17,5989.76,15542.86,1.02,0.05,-11375.44,103.75,-19005.38,102.35,-46.02,465935.34,6080181.07,1391.83,0.17,26.71,226.59,8.46,0.25,0.04,308,284.73,303.05,iron
1,58119059,0,0,1,38.77,0.7,63.03,1.64,348.89,53.85,217.95,0.19,0.797,0.069,0.668,0.057,714.78,19.52,5140.81,16044.49,1.2,0.08,-11055.35,88.18,-16856.67,95.54,-35.29,466250.1,6082328.49,1395.31,0.16,29.08,220.32,9.6,0.26,0.05,196,138.91,353.53,iron
4,663155400,0,0,1,48.43,0.74,252.02,1.33,298.03,-12.45,174.53,-74.62,2.815,0.23,2.422,0.195,803.28,21.29,5483.24,23315.39,4.19,0.21,-32434.5,111.25,-3643.81,132.22,35.93,444852.27,6095483.39,1516.6,0.18,26.46,229.42,9.07,0.26,0.05,1061,486.15,494.75,iron
2,606182873,0,0,1,29.87,0.26,43.68,1.13,259.06,38.28,158.96,-12.77,0.838,0.063,0.705,0.051,714.04,20.39,4341.58,10062.9,1.22,0.04,12015.14,28.28,-10568.11,34.37,-46.48,489290.95,6088672.23,1373.34,0.07,89.75,228.26,9.45,0.26,0.05,579,314.87,584.61,iron
1,625694205,0,0,1,44.4,0.73,36.9,1.02,333.63,54.62,210.1,-4.09,1.17,0.093,0.99,0.078,646.91,22.81,6565.79,19677.95,1.68,0.09,-10835.71,101.68,-15113.37,109.21,-31.3,466466.87,6084073.14,1397.39,0.18,22.38,233.66,9.74,0.25,0.05,168,638.78,664.15,iron
4,930703803,0,0,1,40.8,0.71,298.36,0.94,321.16,-8.86,239.59,-64.88,0.953,0.075,0.803,0.062,702.02,21.42,5505.67,12866.88,1.37,0.05,-22154.49,65.89,22687.04,78.5,32.9,455057.73,6121823.4,1508.68,0.06,55.47,232.19,10.29,0.25,0.05,965,446.62,755.63,iron
2,688333105,1,0,1,42.77,0.45,153.88,0.64,283.31,50.63,180.35,-10.32,1.006,0.069,0.849,0.056,651.15,13.51,6307.19,13339.41,1.48,0.05,18783.29,40.18,3561.87,66.28,-60.43,496020.65,6102810.04,1366.77,0.16,25.53,227.59,8.48,0.24,0.05,761,475.79,690.11,iron
1,304739227,1,1,1,56.79,0.2,191.28,0.48,289.8,34.85,180.8,-26.78,3.076,0.21,2.643,0.176,947.32,13.46,5658.84,12020.43,4.25,0.09,-15974.53,56.62,-15596.24,26.12,-34.21,461332.14,6083576.85,1404.27,0.08,49.85,246.59,7.36,0.25,0.05,448,164.46,511.6,proton
2,937167562,0,0,1,41.0,0.56,137.67,0.96,224.1,11.89,118.56,-4.29,0.636,0.049,0.53,0.039,683.62,20.15,5749.43,14611.3,0.92,0.04,12861.72,79.81,508.49,63.34,-37.21,490109.81,6099743.67,1374.81,0.2,25.93,229.17,9.71,0.27,0.05,726,325.69,458.54,iron
1,777242821,1,1,1,31.12,0.53,143.88,0.55,249.52,28.57,146.15,-14.35,3.4,0.258,2.937,0.219,804.85,10.97,3464.64,12721.44,5.09,0.11,-9461.15,36.69,-18090.72,35.86,-41.15,467846.91,6081100.15,1391.61,0.07,58.97,228.93,8.64,0.25,0.04,199,684.33,704.61,proton
4,400385597,0,0,1,41.86,0.73,21.88,0.55,341.23,41.12,221.5,-13.08,2.337,0.18,2.009,0.152,696.84,19.24,5730.46,19664.17,3.45,0.13,-18522.31,70.77,4432.58,79.43,24.17,458734.24,6103586.79,1452.13,0.1,40.24,231.01,8.82,0.24,0.05,781,34.34,131.18,iron
1,724329043,1,0,1,41.04,0.3,119.04,0.44,210.68,-0.58,101.31,1.74,2.455,0.161,2.112,0.135,750.01,9.53,5024.44,10877.59,3.52,0.06,-12276.17,28.49,-20755.37,29.07,-52.49,465041.37,6078428.13,1390.74,0.13,37.9,238.05,6.2,0.27,0.04,332,116.46,724.12,iron
1,431095122,1,0,1,43.49,0.46,24.91,0.79,345.21,41.93,223.47,-10.67,1.33,0.092,1.13,0.076,780.14,14.68,5009.52,15423.15,1.92,0.06,-6529.67,77.52,-25870.04,46.14,-72.5,470794.53,6073332.1,1381.43,0.22,25.32,233.26,8.14,0.23,0.04,294,209.33,651.25,proton
4,493541958,1,0,1,49.93,0.66,302.78,0.5,327.02,-13.53,256.51,-63.71,1.881,0.131,1.609,0.109,760.92,21.53,6101.23,17709.44,2.73,0.09,-18533.47,65.38,14396.09,88.26,47.36,458698.81,6113543.86,1490.96,0.15,32.44,234.06,7.73,0.27,0.05,904,288.54,385.88,iron
2,398866469,1,0,1,40.6,0.39,67.98,0.49,341.38,60.57,210.68,3.14,1.01,0.072,0.852,0.059,761.04,15.2,4831.21,11875.72,1.46,0.05,13622.03,36.78,1594.54,37.97,-40.65,490866.0,6100830.73,1373.09,0.12,40.6,231.1,9.67,0.27,0.05,714,169.01,501.86,proton
4,389184633,1,0,1,33.24,0.3,201.49,0.84,286.32,19.99,172.26,-40.21,1.881,0.137,1.612,0.116,632.96,16.31,5518.59,10813.47,2.79,0.06,-19825.28,24.32,12860.88,40.27,52.08,457411.89,6112006.94,1495.04,0.08,86.3,228.93,9.54,0.26,0.05,914,697.01,806.64,iron
4,490588807,0,0,1,32.73,0.44,319.82,0.75,345.0,-18.08,278.77,-50.32,0.796,0.054,0.668,0.043,691.02,10.15,4777.39,10016.03,1.17,0.03,-26321.79,43.3,10085.25,39.62,68.6,450924.67,6109217.54,1528.3,0.16,27.47,226.21,8.2,0.26,0.05,661,58.04,553.36,iron
1,14497089,1,0,1,25.91,0.42,101.12,0.79,1.75,29.92,241.69,-9.9,1.126,0.08,0.955,0.066,681.35,12.83,4363.58,11260.06,1.66,0.05,-12319.09,34.18,-19364.88,37.99,-47.57,464994.01,6079819.15,1393.02,0.11,41.26,227.99,8.97,0.26,0.05,354,273.42,320.19,iron
1,199488659,1,0,0,33.46,0.44,51.76,0.7,19.8,8.57,269.14,-7.59,1.166,0.083,0.988,0.068,731.37,14.17,4434.89,10216.49,1.67,0.05,-9650.0,45.69,-28051.67,29.39,-81.83,467681.14,6071141.85,1381.85,0.11,38.37,234.45,9.59,0.26,0.05,325,1086.88,1089.52,iron
4,821135245,0,0,1,50.32,0.52,312.05,0.92,338.57,-44.74,324.13,-56.59,0.753,0.055,0.629,0.044,689.54,21.3,6923.41,12013.99,1.07,0.04,-26174.49,61.96,15785.18,45.31,99.0,451061.11,6114910.88,1574.83,0.22,21.16,232.89,8.96,0.27,0.05,688,259.83,354.55,iron
2,57864925,1,0,1,41.85,0.37,356.05,0.91,348.08,16.86,243.02,-27.94,2.046,0.164,1.755,0.139,770.3,17.15,4896.57,12741.13,3.04,0.1,8422.76,45.18,-11432.64,67.72,-38.63,485703.05,6087799.29,1377.19,0.06,91.64,228.92,10.51,0.26,0.05,528,36.64,187.36,iron
4,630560894,1,0,1,50.71,0.26,258.72,0.48,295.47,-19.93,147.76,-80.07,6.829,0.504,5.907,0.432,711.44,14.64,6746.59,11544.72,10.49,0.15,-20369.67,39.26,22696.59,50.04,40.21,456843.67,6121839.81,1509.21,0.09,82.87,223.74,7.72,0.23,0.04,923,799.09,905.56,iron
4,778070618,0,0,1,47.92,1.02,94.05,1.02,218.7,39.47,140.91,12.76,0.64,0.05,0.533,0.04,798.2,25.13,5496.1,13077.06,0.96,0.04,-22872.86,87.32,19647.31,120.91,63.89,454348.7,6118782.38,1536.19,0.09,32.66,221.26,9.84,0.26,0.05,690,205.51,238.27,iron
4,735258146,0,0,1,55.96,0.5,159.91,1.06,305.13,57.78,194.04,-5.07,3.078,0.267,2.645,0.227,672.46,29.14,8141.77,14092.41,4.55,0.16,-15644.95,126.48,22067.24,179.36,-3.14,461564.48,6121218.6,1455.4,0.06,81.59,230.48,10.5,0.26,0.05,947,236.66,589.42,iron
1,396167887,0,0,1,40.91,0.2,180.96,0.98,252.63,13.38,136.03,-26.59,1.85,0.136,1.584,0.114,710.63,16.02,5506.33,11871.65,2.79,0.07,-3615.33,27.2,-25122.49,61.69,-74.9,473705.12,6074087.34,1377.86,0.09,100.62,225.39,9.77,0.25,0.05,293,335.9,611.53,iron
4,736058294,1,0,1,35.91,0.32,278.77,2.1,311.59,-8.94,218.71,-70.05,5.501,0.434,4.763,0.372,707.12,12.27,5000.27,8528.82,8.43,0.21,-24608.36,103.69,15750.32,23.98,90.54,452624.52,6114880.29,1560.29,0.1,51.05,224.37,8.79,0.25,0.05,669,319.25,553.64,iron
2,68628273,0,0,1,27.85,0.45,57.71,0.75,345.95,41.3,224.31,-10.83,0.939,0.065,0.792,0.053,732.93,12.17,4005.4,8655.48,1.36,0.03,14603.99,29.92,-526.83,27.99,-43.44,491853.04,6098713.98,1373.39,0.09,57.21,230.84,8.87,0.26,0.05,715,272.23,345.53,iron
4,21150389,1,0,1,25.66,0.21,147.41,1.15,240.29,9.44,124.78,-19.19,1.888,0.151,1.62,0.129,816.18,14.16,2938.47,10244.74,2.77,0.08,-23512.64,23.55,8130.56,24.47,54.43,453737.94,6107270.23,1503.46,0.06,85.84,232.48,9.52,0.25,0.05,662,58.45,167.58,proton
2,997020358,1,0,1,37.97,0.43,196.72,0.62,267.84,13.72,148.63,-36.81,1.075,0.074,0.909,0.06,631.7,13.15,6129.19,13452.03,1.62,0.05,14997.59,48.89,3752.09,49.13,-46.85,492235.16,6102991.06,1372.47,0.1,40.17,222.56,8.71,0.24,0.05,759,123.94,837.47,iron
4,333821763,0,0,1,39.68,0.41,298.25,0.77,327.93,-16.6,263.56,-64.59,0.941,0.064,0.793,0.052,669.2,11.45,5834.54,14598.12,1.38,0.04,-28761.83,45.05,5037.38,70.91,48.77,448500.03,6104165.5,1515.67,0.15,25.25,228.39,7.89,0.25,0.04,637,308.26,560.36,iron
4,78729555,0,0,1,37.47,0.63,0.94,0.86,19.37,-38.91,315.03,-26.67,0.634,0.048,0.529,0.039,709.12,18.07,5133.59,11329.71,0.91,0.04,-24663.46,68.23,10876.82,52.42,73.5,452582.67,6110011.77,1532.27,0.11,26.64,230.36,10.41,0.24,0.05,658,190.88,364.87,iron
4,942825205,0,0,1,45.7,0.72,287.33,0.68,312.6,-13.82,228.94,-73.92,0.803,0.059,0.673,0.048,694.7,22.64,6217.83,15753.09,1.17,0.05,-36404.7,77.25,4763.0,78.26,91.89,440862.67,6103872.43,1597.14,0.14,27.89,228.52,9.47,0.25,0.05,644,117.36,240.79,iron
4,699851903,1,1,1,26.14,0.44,105.81,0.59,281.73,50.96,179.5,-9.69,3.655,0.261,3.161,0.222,718.68,9.94,4017.72,12711.98,5.39,0.1,-22935.33,34.68,22896.32,34.13,40.44,454278.38,6122027.5,1521.35,0.08,46.3,232.51,7.56,0.26,0.04,963,277.99,292.48,iron
2,174604494,0,0,1,32.29,0.47,44.16,0.88,34.6,-26.95,307.84,-10.58,0.737,0.053,0.618,0.042,766.95,14.87,3961.91,8449.42,1.09,0.03,21019.07,21.61,2207.55,50.96,-65.19,498256.65,6101462.15,1368.4,0.12,37.37,224.98,9.98,0.26,0.05,764,384.26,551.56,iron
4,976964479,1,0,1,28.67,0.31,102.81,0.82,345.79,46.15,221.21,-7.07,1.58,0.117,1.35,0.098,706.13,14.33,4343.78,10085.34,2.35,0.06,-23344.43,27.07,8271.64,28.85,54.43,453905.8,6107412.03,1503.47,0.07,81.1,227.51,10.05,0.26,0.05,662,143.53,262.07,iron
2,916335714,0,0,1,28.37,0.45,175.9,0.94,279.33,29.89,169.56,-28.67,0.709,0.051,0.594,0.041,687.88,17.62,4545.32,8722.36,1.04,0.03,19353.79,28.44,2269.23,41.59,-61.12,496593.28,6101520.19,1367.84,0.12,47.09,227.4,9.51,0.26,0.05,758,337.25,604.64,iron
4,430602760,0,0,1,35.63,0.87,327.36,1.51,344.05,-7.55,263.93,-46.44,0.632,0.05,0.527,0.04,763.76,20.51,4319.26,12933.16,0.93,0.04,-21009.92,72.56,14618.85,65.75,66.68,456224.11,6113760.01,1519.65,0.12,34.57,225.29,9.38,0.25,0.05,918,150.63,326.6,iron
1,92640499,1,1,1,54.49,0.3,187.68,0.58,304.85,37.7,194.54,-25.15,6.896,0.506,5.96,0.433,752.25,14.77,7009.2,14378.1,10.1,0.16,-6979.02,85.66,-13441.43,75.84,-25.43,470315.35,6085752.83,1392.91,0.06,83.2,234.26,8.41,0.26,0.05,146,499.61,561.12,proton
4,997204937,0,0,1,31.15,0.44,293.69,1.16,295.35,0.23,176.7,-61.68,0.964,0.069,0.814,0.056,732.26,12.99,4268.54,10945.13,1.45,0.04,-30009.75,34.51,6215.65,54.93,46.97,447249.32,6105341.23,1518.33,0.13,32.31,222.4,9.21,0.25,0.05,638,255.39,543.05,iron
4,107466782,1,0,1,34.42,0.4,324.94,0.83,335.77,0.89,246.65,-47.78,1.022,0.07,0.863,0.057,726.44,11.01,4608.38,11384.52,1.56,0.04,-25902.47,44.52,8399.37,47.19,58.94,451347.36,6107533.97,1513.8,0.18,29.65,219.86,9.0,0.27,0.05,671,514.05,687.97,iron
4,761263974,1,0,1,40.97,0.2,189.15,0.63,275.93,25.47,164.19,-31.32,2.737,0.196,2.357,0.166,735.76,11.21,5199.88,10907.23,4.17,0.08,-18765.25,22.94,12778.27,36.84,52.08,458468.81,6111926.49,1495.02,0.08,97.23,224.24,9.69,0.25,0.05,914,607.17,768.62,iron
4,66463516,0,0,1,33.18,0.46,25.04,0.64,346.75,32.87,230.3,-16.97,0.78,0.053,0.654,0.042,699.99,11.09,4674.52,8651.88,1.13,0.03,-25711.8,49.66,15445.8,17.83,90.54,451521.78,6114575.01,1560.32,0.16,29.61,230.24,8.94,0.26,0.05,669,593.69,772.05,iron
1,443403100,1,1,1,47.34,0.65,100.21,0.63,48.0,-4.04,293.5,11.46,7.477,0.593,6.476,0.511,755.65,21.82,5737.46,25709.91,10.79,0.37,-8873.48,96.53,-8027.51,87.49,-6.37,468409.06,6091157.6,1403.79,0.14,30.5,238.14,8.03,0.26,0.05,101,87.14,540.75,iron
1,297496748,1,0,1,20.91,0.44,73.48,1.3,35.3,-39.68,320.02,-15.24,2.11,0.157,1.815,0.133,718.57,11.41,3609.6,11811.14,3.3,0.08,-9641.76,41.73,-20467.87,38.13,-50.19,467672.48,6078724.15,1390.53,0.08,42.64,217.95,9.26,0.31,0.05,306,430.89,565.08,iron
4,910849801,0,0,1,25.15,0.36,270.67,0.98,308.01,2.14,203.15,-60.32,0.765,0.054,0.642,0.044,651.39,11.92,4664.31,9078.83,1.16,0.03,-30485.67,22.4,8034.99,38.43,48.15,446769.66,6107157.82,1524.34,0.12,35.87,219.77,10.25,0.25,0.05,611,93.91,931.12,iron
1,991408906,0,0,1,33.46,0.42,3.89,0.61,358.41,6.1,259.64,-26.95,0.697,0.05,0.583,0.04,659.73,17.17,5187.84,10901.52,0.99,0.03,-13867.04,33.25,-19801.85,37.05,-46.15,463446.53,6079378.81,1397.47,0.11,38.32,234.52,9.49,0.25,0.05,403,445.97,847.72,iron
2,473495346,1,1,1,33.94,0.43,205.3,0.59,335.39,8.66,238.74,-42.35,9.663,0.684,8.399,0.591,734.21,8.69,4398.82,15002.7,15.4,0.26,9159.69,47.17,-526.38,39.79,-25.69,486412.46,6098700.88,1380.22,0.1,33.88,216.4,6.15,0.25,0.04,704,457.45,535.06,iron
4,426279693,0,0,1,34.75,0.97,266.67,0.89,323.85,-20.41,268.0,-69.75,0.667,0.054,0.557,0.044,828.93,23.6,3448.18,10958.66,1.0,0.04,-21464.29,40.4,13232.14,53.59,69.62,455772.42,6112371.72,1522.22,0.07,61.23,221.74,10.3,0.26,0.05,657,109.05,681.24,proton
4,747698703,1,0,1,25.19,0.27,206.05,0.96,310.96,19.92,203.09,-42.31,2.716,0.191,2.344,0.161,759.05,8.04,3425.87,6788.36,4.01,0.05,-24996.61,22.6,17808.58,17.67,93.77,452230.07,6116937.81,1569.98,0.07,85.98,231.75,8.88,0.26,0.05,698,58.55,860.1,iron
4,107135013,1,0,1,49.91,0.33,43.21,1.17,51.52,-25.47,313.85,3.43,9.082,0.685,7.872,0.591,807.61,11.66,5546.07,28057.56,13.17,0.39,-13835.26,113.18,29295.2,108.06,32.81,463354.35,6128443.72,1512.67,0.16,23.67,237.17,7.76,0.25,0.04,979,650.72,737.17,iron
4,852904306,0,0,1,53.92,0.45,11.04,1.08,49.49,-53.13,336.81,-12.28,0.824,0.059,0.689,0.047,675.92,21.9,7509.86,12818.89,1.19,0.04,-29055.83,64.32,9881.56,51.26,65.06,448192.4,6109005.73,1537.59,0.16,21.11,230.04,9.58,0.27,0.05,599,13.8,308.28,iron
2,686819362,1,0,1,36.62,0.13,280.28,0.72,308.68,-8.28,210.02,-70.38,5.239,0.377,4.534,0.322,767.66,8.01,4320.73,14224.35,7.84,0.14,21039.07,41.36,11390.89,20.97,-81.36,498253.6,6110643.82,1358.93,0.06,97.19,229.09,7.43,0.28,0.05,1004,1145.73,1264.04,iron
4,271831740,0,0,1,22.24,0.45,123.21,1.04,321.85,45.02,206.64,-15.82,0.811,0.061,0.682,0.049,732.58,13.56,3559.04,7362.35,1.21,0.03,-26933.76,27.95,19861.59,27.89,89.44,450289.49,6118985.96,1579.5,0.08,53.94,224.05,11.0,0.26,0.05,1029,368.73,417.58,iron
2,474260055,0,0,1,37.88,0.2,349.28,1.12,1.59,-12.2,279.85,-33.29,2.365,0.181,2.034,0.153,744.81,13.25,4690.82,15849.63,3.56,0.12,3886.15,30.3,-1352.46,67.4,-15.54,481143.9,6097861.82,1385.88,0.07,98.27,226.67,9.09,0.25,0.05,1018,514.98,529.0,iron
2,343824368,1,0,1,33.61,0.49,157.63,0.84,352.53,26.87,238.42,-17.97,1.019,0.07,0.861,0.057,701.53,11.01,4737.95,8763.13,1.56,0.03,18889.88,29.76,967.01,51.64,-58.99,496133.45,6100217.25,1367.51,0.13,33.93,219.12,8.8,0.24,0.05,670,652.61,753.99,iron
4,968264883,1,0,1,42.4,0.2,174.57,0.78,351.56,22.21,241.32,-21.86,5.544,0.409,4.796,0.35,744.48,10.44,5209.87,18356.09,8.24,0.2,-10900.11,27.57,18708.93,62.9,-4.25,466315.28,6117873.8,1433.69,0.07,99.94,230.91,7.85,0.26,0.05,862,68.75,517.65,iron
2,59368707,1,0,1,19.09,0.48,236.31,1.2,346.42,-21.54,284.56,-50.18,1.135,0.08,0.963,0.066,741.79,10.26,3284.49,8582.99,1.71,0.04,13640.32,39.25,-4147.01,21.58,-43.8,490898.86,6095093.28,1373.12,0.08,50.36,223.62,8.53,0.26,0.04,728,606.24,676.87,proton
2,129689230,1,0,1,47.28,0.46,174.54,0.62,1.47,14.68,253.94,-19.5,1.55,0.102,1.32,0.085,686.19,14.79,6484.88,14992.92,2.39,0.07,20677.23,76.82,7294.0,41.35,-75.84,497903.48,6106545.16,1361.26,0.09,38.05,219.38,6.95,0.27,0.04,789,47.78,406.09,iron
2,512731274,0,0,1,42.65,1.02,196.85,1.26,260.86,8.62,138.1,-35.79,3.696,0.302,3.189,0.258,814.57,19.02,4566.83,23417.3,5.8,0.24,2028.71,89.5,2136.69,111.91,-5.67,479278.98,6101344.23,1394.74,0.12,34.79,217.78,9.77,0.28,0.05,505,600.52,734.47,iron
2,739074298,1,0,1,35.98,0.35,231.33,0.66,329.21,-5.97,247.35,-57.26,2.592,0.184,2.233,0.155,718.74,9.98,4718.96,12250.75,4.01,0.09,20020.8,43.54,8572.3,24.62,-75.76,497244.04,6107821.57,1360.53,0.07,80.89,221.21,8.93,0.25,0.05,765,146.18,339.49,iron
2,767168943,1,0,1,33.56,0.31,94.95,0.56,302.06,61.0,192.44,-1.87,5.173,0.355,4.478,0.303,759.88,7.71,4031.28,8562.1,7.77,0.09,14124.31,24.54,-9197.57,23.25,-51.26,491395.45,6090047.62,1371.44,0.08,69.45,228.62,7.28,0.26,0.04,730,157.93,653.84,iron
4,382404852,1,0,1,31.12,0.26,125.92,0.78,288.66,53.25,184.28,-8.67,4.012,0.282,3.469,0.24,715.4,7.9,4289.91,10664.09,5.98,0.09,-21174.02,24.46,10157.71,29.26,62.48,456068.69,6109304.04,1510.19,0.07,85.46,230.17,8.31,0.25,0.05,656,265.77,1030.05,iron
2,216853184,1,0,1,40.6,0.51,158.43,0.66,285.6,47.13,180.8,-14.11,1.771,0.125,1.515,0.104,767.68,16.25,4660.74,15717.91,2.53,0.08,9052.33,75.42,-7977.63,49.06,-33.68,486323.72,6091253.67,1377.5,0.12,31.58,237.91,9.39,0.24,0.05,508,445.25,665.34,iron
4,684392324,1,0,1,30.75,0.39,264.09,0.92,317.27,-6.92,229.44,-65.63,1.265,0.085,1.075,0.07,727.07,10.88,4149.85,11283.15,1.81,0.04,-34382.1,30.19,5860.72,56.91,71.33,442881.31,6104975.15,1565.14,0.11,31.23,235.99,8.16,0.23,0.05,620,271.76,275.39,iron
4,371639618,1,0,1,46.72,0.44,352.97,0.46,16.09,-33.87,308.78,-27.92,1.863,0.122,1.593,0.101,705.51,14.43,6054.41,16060.72,2.79,0.08,-29458.72,65.3,1928.9,42.85,49.49,447808.67,6101057.58,1515.21,0.09,36.69,226.09,6.9,0.27,0.04,1080,363.88,389.73,iron
1,965506295,0,0,1,33.77,0.8,321.13,0.94,348.8,-31.24,300.07,-50.02,0.726,0.055,0.608,0.045,759.02,19.62,4073.59,11595.68,1.08,0.04,-8899.38,51.6,-22385.64,57.64,-60.18,468420.09,6076808.51,1387.15,0.09,47.22,223.2,9.72,0.26,0.05,313,497.13,518.01,iron
4,798148135,0,0,1,34.0,0.62,223.53,0.86,344.78,-24.63,288.7,-52.44,0.766,0.057,0.642,0.046,694.26,20.58,4785.33,12289.73,1.11,0.04,-31658.35,38.74,4714.55,51.3,66.47,445605.66,6103835.22,1547.65,0.1,40.44,228.53,10.74,0.26,0.05,621,213.53,308.73,iron
4,395732935,1,0,1,42.49,0.31,290.23,1.07,307.9,-46.12,2.45,-70.6,6.618,0.471,5.732,0.404,718.37,8.08,5489.43,22298.17,10.29,0.24,-26651.25,72.25,-2512.51,102.64,23.5,450628.08,6096625.74,1479.46,0.13,27.0,221.02,6.71,0.24,0.04,1083,119.03,318.38,iron
4,714338700,1,0,1,33.47,0.34,83.83,0.67,75.07,-55.0,347.68,-1.78,3.651,0.247,3.154,0.209,733.01,8.28,4388.24,9913.53,5.29,0.08,-23166.44,42.46,16535.49,24.36,82.43,454063.26,6115670.94,1546.41,0.09,46.4,236.51,7.25,0.25,0.05,707,304.1,558.31,iron
1,742831278,0,0,1,24.63,0.45,90.66,0.96,43.03,-41.79,324.51,-10.81,0.995,0.07,0.841,0.058,616.71,14.17,5041.62,10370.76,1.46,0.04,-12364.6,38.15,-21141.79,39.8,-58.01,464952.91,6078044.39,1390.92,0.1,42.2,228.27,9.39,0.26,0.05,342,262.24,449.97,iron
2,602411442,1,0,1,45.11,0.45,233.46,0.63,293.76,0.77,173.82,-60.73,1.052,0.073,0.888,0.059,663.8,16.6,6438.21,13624.29,1.47,0.05,12984.16,66.43,-5470.15,43.24,-41.0,490246.11,6093768.91,1375.4,0.17,25.13,239.86,8.45,0.25,0.05,747,503.2,555.77,iron
1,795249506,1,1,1,24.08,0.54,119.27,0.66,5.83,18.51,253.26,-13.87,3.13,0.237,2.705,0.202,643.18,13.42,4721.37,7419.24,4.84,0.08,-20905.62,25.18,-22954.78,37.38,-74.22,456421.82,6076209.69,1400.62,0.18,38.92,221.99,8.81,0.24,0.04,364,193.82,205.1,iron
2,235462783,0,0,1,51.8,0.86,188.89,1.11,325.81,31.86,214.63,-27.11,0.903,0.069,0.758,0.056,730.64,31.99,6698.72,15921.95,1.36,0.06,16408.1,142.57,5460.44,99.58,-58.33,493639.01,6104701.74,1366.66,0.11,35.86,221.21,9.58,0.26,0.05,746,337.04,367.82,iron
2,14183050,1,0,1,41.58,0.42,220.55,0.53,323.12,5.86,226.46,-51.66,1.036,0.067,0.875,0.054,726.11,8.92,5320.56,11497.54,1.56,0.04,13834.62,55.18,-5099.66,29.2,-41.0,491095.98,6094142.31,1375.49,0.17,24.62,222.81,7.03,0.26,0.05,747,836.17,938.35,iron
1,798806049,1,0,1,49.69,0.72,46.26,0.76,19.41,32.98,247.73,4.22,2.03,0.146,1.738,0.123,747.97,19.42,6285.05,18707.79,3.07,0.14,-6436.69,123.7,-22510.78,102.88,-55.8,470878.32,6076687.89,1384.36,0.2,20.67,224.84,8.85,0.25,0.05,296,722.94,722.97,iron
2,179705891,0,0,1,58.35,0.41,164.35,1.41,38.52,-25.08,307.71,-6.59,0.997,0.067,0.837,0.054,685.15,21.25,8468.15,16595.73,1.47,0.04,25057.91,162.82,5090.53,69.64,-91.02,502289.68,6104353.23,1358.1,0.09,26.29,226.21,7.37,0.25,0.04,732,408.39,493.18,iron
2,820526740,0,0,1,36.5,1.04,157.18,1.6,8.2,11.22,260.84,-16.05,0.948,0.084,0.799,0.07,686.27,33.51,5282.64,16621.99,1.42,0.08,8247.56,74.01,-7615.93,88.22,-30.06,485518.85,6091612.99,1379.08,0.13,41.59,223.66,10.41,0.25,0.05,576,286.72,368.58,iron
2,963568308,0,0,1,39.94,0.66,211.96,0.85,340.6,-1.93,254.42,-46.0,1.632,0.122,1.394,0.102,699.01,16.63,5485.64,14945.65,2.42,0.07,17893.05,96.41,9856.69,44.87,-68.9,495114.82,6109099.85,1362.61,0.05,62.49,228.21,9.03,0.27,0.05,1005,252.16,353.28,iron
2,404086833,1,1,1,28.05,0.52,288.76,0.45,322.08,-4.46,235.08,-60.89,9.881,0.786,8.596,0.682,750.84,13.55,3782.92,18107.17,13.73,0.3,4390.53,33.34,-9669.68,45.98,-27.53,481668.99,6089550.6,1382.13,0.07,63.75,248.85,8.83,0.2,0.05,456,355.88,499.48,proton
